Ticket,Fecha,Producto,Cantidad,Precio,Total_Ítem,Subtotal,Descuento,IVA,Total,Método_Pago
QSQVXT,2025-06-08,Huevos 12pz,1,78.48,78.48,6244.52,312.23,949.17,6828.02,Efectivo
QSQVXT,2025-06-08,Sartén antiadherente,1,345.44,345.44,6244.52,312.23,949.17,6828.02,Efectivo
QSQVXT,2025-06-08,Huevos 12pz,1,79.03,79.03,6244.52,312.23,949.17,6828.02,Efectivo
QUO424,2025-06-27,Licuadora,1,774.68,774.68,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Arroz 1kg,2,40.29,80.57,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Huevos 12pz,2,82.66,165.33,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Licuadora,1,822.17,822.17,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Arroz 1kg,2,40.21,80.42,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Detergente 2kg,1,86.53,86.53,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Pollo 1kg,1,121.81,121.81,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Licuadora,3,805.09,2415.26,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Sartén antiadherente,1,348.15,348.15,5135.69,0.0,821.71,5975.91,Tarjeta
QUO424,2025-06-27,Pollo 1kg,2,120.39,240.77,5135.69,0.0,821.71,5975.91,Tarjeta
QUT2KL,2025-07-31,Microondas,2,1911.44,3822.87,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Pan Baguette,1,29.56,29.56,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Huevos 12pz,3,78.84,236.51,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Detergente 2kg,2,86.52,173.04,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Huevos 12pz,1,82.6,82.6,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Pan Baguette,1,28.97,28.97,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Sartén antiadherente,1,361.37,361.37,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Refresco 2L,2,34.32,68.63,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Pollo 1kg,1,115.74,115.74,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Sartén antiadherente,3,341.48,1024.44,6027.46,301.37,916.17,6560.73,Efectivo
QUT2KL,2025-07-31,Huevos 12pz,1,83.73,83.73,6027.46,301.37,916.17,6560.73,Efectivo
QVNARK,2025-08-07,Refresco 2L,2,34.97,69.94,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Licuadora,1,787.4,787.4,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Huevos 12pz,2,78.15,156.29,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Arroz 1kg,2,40.73,81.45,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Licuadora,2,826.79,1653.58,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Pan Baguette,2,31.45,62.89,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Licuadora,3,778.52,2335.55,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Refresco 2L,2,35.74,71.49,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Detergente 2kg,1,89.06,89.06,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Detergente 2kg,1,86.31,86.31,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Pollo 1kg,2,116.64,233.28,6028.76,301.44,916.37,6689.8,Tarjeta
QVNARK,2025-08-07,Arroz 1kg,10,40.15,401.52,6028.76,301.44,916.37,6689.8,Tarjeta
QX1I8M,2025-08-15,Pollo 1kg,3,124.24,372.72,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Microondas,1,1938.14,1938.14,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Pan Baguette,2,29.39,58.78,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Huevos 12pz,1,80.18,80.18,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Sartén antiadherente,3,336.32,1008.97,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Licuadora,1,765.17,765.17,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Pan Baguette,2,28.73,57.46,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Refresco 2L,1,34.23,34.23,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Huevos 12pz,2,76.94,153.88,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Arroz 1kg,1,41.54,41.54,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Refresco 2L,1,33.5,33.5,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Licuadora,1,782.53,782.53,5502.61,0.0,880.42,6327.63,Tarjeta
QX1I8M,2025-08-15,Detergente 2kg,2,87.76,175.51,5502.61,0.0,880.42,6327.63,Tarjeta
QX7YQY,2025-07-10,Refresco 2L,6,36.24,217.42,153929.63,7696.48,23397.3,169633.33,Efectivo
QX7YQY,2025-07-10,Pollo 1kg,3,116.93,350.79,153929.63,7696.48,23397.3,169633.33,Efectivo
QX7YQY,2025-07-10,Celular básico,31,4797.22,148713.84,153929.63,7696.48,23397.3,169633.33,Efectivo
QX7YQY,2025-07-10,Pollo 1kg,37,117.85,4360.39,153929.63,7696.48,23397.3,169633.33,Efectivo
QX7YQY,2025-07-10,Arroz 1kg,7,41.03,287.19,153929.63,7696.48,23397.3,169633.33,Efectivo
QXVQRY,2025-06-30,Huevos 12pz,1,77.8,77.8,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Huevos 12pz,1,78.53,78.53,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Licuadora,3,820.42,2461.25,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Pan Baguette,1,31.42,31.42,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Refresco 2L,1,34.23,34.23,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Detergente 2kg,1,91.43,91.43,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Refresco 2L,1,34.97,34.97,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Arroz 1kg,1,39.62,39.62,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Arroz 1kg,2,38.84,77.68,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Leche 1L,3,24.37,73.11,5007.7,0.0,801.23,5841.89,Tarjeta
QXVQRY,2025-06-30,Microondas,1,2007.66,2007.66,5007.7,0.0,801.23,5841.89,Tarjeta
QYBZ2Y,2025-08-26,Refresco 2L,2,35.82,71.64,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Leche 1L,2,24.8,49.6,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Detergente 2kg,1,85.51,85.51,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Licuadora,1,793.38,793.38,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Huevos 12pz,2,83.6,167.2,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Leche 1L,1,25.03,25.03,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Detergente 2kg,1,92.67,92.67,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Huevos 12pz,3,76.24,228.73,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Pollo 1kg,3,125.91,377.74,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Huevos 12pz,3,81.71,245.13,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Huevos 12pz,2,80.93,161.86,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Licuadora,3,837.48,2512.43,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Huevos 12pz,1,76.42,76.42,4921.58,0.0,787.45,5667.79,Transferencia
QYBZ2Y,2025-08-26,Refresco 2L,1,34.24,34.24,4921.58,0.0,787.45,5667.79,Transferencia
QYZSC8,2025-07-29,Huevos 12pz,2,80.59,161.18,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Microondas,1,1962.49,1962.49,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Pan Baguette,1,29.39,29.39,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Refresco 2L,3,34.39,103.17,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Pan Baguette,1,29.34,29.34,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Leche 1L,2,25.41,50.83,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Arroz 1kg,3,38.43,115.28,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Pan Baguette,3,30.23,90.7,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Licuadora,3,813.74,2441.22,5013.54,0.0,802.17,5831.59,Efectivo
QYZSC8,2025-07-29,Pan Baguette,1,29.94,29.94,5013.54,0.0,802.17,5831.59,Efectivo
R0GHAE,2025-08-29,Licuadora,1,803.53,803.53,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Refresco 2L,3,35.94,107.82,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Sartén antiadherente,3,366.4,1099.2,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Refresco 2L,3,35.99,107.98,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Huevos 12pz,3,82.54,247.61,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Arroz 1kg,3,40.34,121.03,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Sartén antiadherente,3,334.27,1002.81,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Huevos 12pz,2,77.97,155.93,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Pan Baguette,2,29.29,58.59,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Leche 1L,3,25.39,76.17,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Audífonos,1,1442.04,1442.04,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Detergente 2kg,2,92.55,185.11,5511.34,0.0,881.81,6384.53,Transferencia
R0GHAE,2025-08-29,Refresco 2L,3,34.51,103.52,5511.34,0.0,881.81,6384.53,Transferencia
R0Z9PP,2025-08-31,Refresco 2L,2,36.62,73.25,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Pan Baguette,2,30.15,60.3,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Microondas,2,2064.29,4128.59,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Pan Baguette,2,31.18,62.37,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Pan Baguette,3,30.68,92.03,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Refresco 2L,5,35.86,179.32,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Sartén antiadherente,2,340.1,680.2,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Leche 1L,3,24.16,72.49,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Refresco 2L,1,35.59,35.59,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Pollo 1kg,1,124.31,124.31,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Sartén antiadherente,2,337.84,675.68,6252.59,312.63,950.39,6883.91,Transferencia
R0Z9PP,2025-08-31,Refresco 2L,2,34.23,68.46,6252.59,312.63,950.39,6883.91,Transferencia
R1BPOO,2025-07-01,Pollo 1kg,1,121.26,121.26,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Pollo 1kg,1,117.58,117.58,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Detergente 2kg,3,87.82,263.47,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Huevos 12pz,1,76.19,76.19,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Pollo 1kg,1,125.56,125.56,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Refresco 2L,2,36.43,72.86,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Refresco 2L,2,36.11,72.22,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Licuadora,3,838.9,2516.71,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Refresco 2L,3,34.43,103.28,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Licuadora,2,809.39,1618.77,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Huevos 12pz,2,79.99,159.98,5611.77,0.0,897.88,6523.87,Efectivo
R1BPOO,2025-07-01,Pollo 1kg,3,121.3,363.89,5611.77,0.0,897.88,6523.87,Efectivo
R20FIG,2025-08-05,Sartén antiadherente,2,333.9,667.79,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Huevos 12pz,3,81.62,244.86,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Audífonos,1,1485.67,1485.67,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Sartén antiadherente,1,362.16,362.16,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Huevos 12pz,3,83.81,251.44,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Refresco 2L,1,35.86,35.86,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Detergente 2kg,1,90.03,90.03,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Refresco 2L,2,33.69,67.38,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Licuadora,1,815.73,815.73,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Detergente 2kg,3,87.27,261.82,5769.28,0.0,923.08,6714.03,Tarjeta
R20FIG,2025-08-05,Audífonos,1,1486.54,1486.54,5769.28,0.0,923.08,6714.03,Tarjeta
R4F283,2025-08-25,Pan Baguette,3,31.29,93.88,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Pollo 1kg,3,125.97,377.9,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Licuadora,3,813.7,2441.11,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Leche 1L,2,24.48,48.95,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Detergente 2kg,2,91.9,183.79,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Pan Baguette,2,30.59,61.17,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Microondas,1,1941.04,1941.04,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Licuadora,1,820.88,820.88,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Detergente 2kg,1,88.42,88.42,6150.96,307.55,934.95,6794.44,Transferencia
R4F283,2025-08-25,Pan Baguette,3,31.27,93.82,6150.96,307.55,934.95,6794.44,Transferencia
R4QETH,2025-08-11,Sartén antiadherente,2,366.15,732.3,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Sartén antiadherente,1,335.3,335.3,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Microondas,2,1901.44,3802.87,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Huevos 12pz,1,79.43,79.43,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Huevos 12pz,2,81.1,162.21,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Pollo 1kg,2,120.25,240.51,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Arroz 1kg,3,41.6,124.79,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Huevos 12pz,1,79.4,79.4,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Pan Baguette,2,30.32,60.63,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Detergente 2kg,3,86.42,259.27,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Leche 1L,2,24.79,49.58,6011.81,300.59,913.8,6561.52,Tarjeta
R4QETH,2025-08-11,Pan Baguette,3,28.51,85.52,6011.81,300.59,913.8,6561.52,Tarjeta
R58YEV,2025-06-04,Refresco 2L,2,33.72,67.44,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Pan Baguette,2,30.1,60.19,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Huevos 12pz,2,77.64,155.28,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Leche 1L,2,24.52,49.04,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Huevos 12pz,2,78.47,156.94,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Pollo 1kg,2,121.41,242.82,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Microondas,2,2045.15,4090.29,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Refresco 2L,2,35.9,71.8,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Huevos 12pz,2,83.74,167.49,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Arroz 1kg,2,41.74,83.48,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Huevos 12pz,2,83.69,167.38,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Refresco 2L,3,35.42,106.25,5442.69,0.0,870.83,6361.77,Efectivo
R58YEV,2025-06-04,Leche 1L,1,24.29,24.29,5442.69,0.0,870.83,6361.77,Efectivo
R5YNXY,2025-06-25,Refresco 2L,3,35.3,105.91,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Arroz 1kg,1,40.47,40.47,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Leche 1L,2,25.44,50.88,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Pollo 1kg,1,114.98,114.98,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Detergente 2kg,3,93.9,281.69,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Licuadora,3,783.77,2351.3,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Huevos 12pz,1,83.19,83.19,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Licuadora,2,794.8,1589.6,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Leche 1L,2,25.7,51.41,4755.07,0.0,760.81,5521.42,Tarjeta
R5YNXY,2025-06-25,Pan Baguette,3,28.55,85.64,4755.07,0.0,760.81,5521.42,Tarjeta
R768TQ,2025-06-19,Leche 1L,1,24.92,24.92,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Licuadora,3,785.37,2356.12,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Arroz 1kg,1,38.92,38.92,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Pan Baguette,3,30.41,91.23,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Huevos 12pz,1,78.71,78.71,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Microondas,1,2077.88,2077.88,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Sartén antiadherente,3,348.83,1046.49,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Arroz 1kg,2,41.49,82.98,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Arroz 1kg,1,39.02,39.02,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Huevos 12pz,2,81.35,162.7,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Pollo 1kg,2,114.48,228.95,6388.92,319.45,971.12,7074.42,Tarjeta
R768TQ,2025-06-19,Huevos 12pz,2,80.5,161.0,6388.92,319.45,971.12,7074.42,Tarjeta
R94SSW,2025-08-24,Licuadora,1,822.0,822.0,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Licuadora,1,790.23,790.23,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Detergente 2kg,3,88.13,264.38,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Leche 1L,9,25.94,233.5,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Detergente 2kg,3,90.92,272.75,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Sartén antiadherente,2,360.7,721.4,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Detergente 2kg,3,90.9,272.7,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Audífonos,1,1560.12,1560.12,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Leche 1L,2,24.96,49.93,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Detergente 2kg,1,94.38,94.38,5171.42,0.0,827.43,6010.12,Tarjeta
R94SSW,2025-08-24,Detergente 2kg,1,90.03,90.03,5171.42,0.0,827.43,6010.12,Tarjeta
R9SY4F,2025-08-11,Refresco 2L,2,34.79,69.59,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Refresco 2L,1,33.41,33.41,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Pollo 1kg,1,117.98,117.98,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Microondas,2,2020.55,4041.1,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Detergente 2kg,3,85.69,257.06,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Sartén antiadherente,3,353.61,1060.83,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Detergente 2kg,3,89.6,268.79,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Arroz 1kg,2,41.91,83.83,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Refresco 2L,1,34.87,34.87,6091.86,304.59,925.96,6690.64,Tarjeta
R9SY4F,2025-08-11,Pollo 1kg,1,124.4,124.4,6091.86,304.59,925.96,6690.64,Tarjeta
RBG7D0,2025-08-09,Leche 1L,1,23.84,23.84,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Pan Baguette,2,30.03,60.06,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Leche 1L,2,24.2,48.4,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Refresco 2L,2,34.08,68.15,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Leche 1L,3,25.96,77.87,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Sartén antiadherente,2,344.46,688.91,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Licuadora,1,814.01,814.01,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Sartén antiadherente,1,353.71,353.71,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Audífonos,2,1445.08,2890.15,5066.47,0.0,810.64,5840.28,Transferencia
RBG7D0,2025-08-09,Arroz 1kg,1,41.37,41.37,5066.47,0.0,810.64,5840.28,Transferencia
RBM8M2,2025-08-24,Audífonos,2,1491.4,2982.8,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Pan Baguette,2,31.22,62.44,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Detergente 2kg,3,86.26,258.78,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Arroz 1kg,1,41.77,41.77,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Detergente 2kg,2,85.54,171.08,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Pollo 1kg,2,122.72,245.43,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Arroz 1kg,1,39.9,39.9,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Leche 1L,3,25.68,77.04,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Licuadora,1,781.79,781.79,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Pollo 1kg,1,117.1,117.1,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Refresco 2L,1,36.25,36.25,4902.77,0.0,784.44,5708.17,Tarjeta
RBM8M2,2025-08-24,Pan Baguette,3,29.46,88.39,4902.77,0.0,784.44,5708.17,Tarjeta
RBWAJO,2025-06-01,Audífonos,1,1530.11,1530.11,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Huevos 12pz,3,78.04,234.13,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Leche 1L,2,26.21,52.41,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Arroz 1kg,1,39.5,39.5,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Detergente 2kg,3,91.02,273.06,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Leche 1L,3,24.29,72.88,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Sartén antiadherente,2,347.07,694.15,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Detergente 2kg,3,92.3,276.91,4785.67,0.0,765.71,5557.55,Tarjeta
RBWAJO,2025-06-01,Detergente 2kg,2,92.28,184.56,4785.67,0.0,765.71,5557.55,Tarjeta
